text,word_frequency,prediction
distribución espacial estructura social amenaza conservación pequeño comunidad delfines nariz botella tursiops trunca odontoceti delphinidae ecuador resumir comunidad residente bufeo costero tursiops truncatus estudiar manera intermitente punta penínsulo santa elena ecuador avistamiento oportunista dirigido playa abordo bote motor ser borda realizar largo costa contabilizar esfuerzo seguimiento automóvil tierra bote mar tamaño grupal promedio ser delfín grupo rango cambio significativo largo estudio tierra tamaño grupal ser subestimar promedio comunidad bufeo tener actualmente solo nueve individuo incluir seis adulto inmaduro dos cría ser comunidad pequeño encontrado golfo guayaquil tasar encuentro variar delfín partir noroeste delfín partir sur delfín concentrar actividad posiblemente actividad humano ahí ser menos intenso delfín distribuir generalmente primero orilla llegar parte norte profundidad menor actividad portuario turístico intenso velocidad delfín ser significativamente alto ser seguir bote corto distancia ser monitorear tierra sugerir seguimiento bote tener impacto movimiento delfín análisis clúster jerárquico mostrar delfín tener alto índice asociación promedio rango indicar comunidad altamente cohesionado adicionalmente mostrar alto nivel residencia índice ocurrenciar promedio estudio identificar dos amenaza principal pesquería red agallera parte suroeste intenso tráfico bot pesquero partir noroeste mayoría área estudio actualmente partir área costero marina protegido creado ofrecer oportunidad recuperación comunidad delfines debido fragilidad recomendar autoridad ambiental cosa eliminar potencial fuente amenazar delfín red pesca implementar área exclusión artes pesco tráfico bot pesquero ancho orilla limitar velocidad tipo embarcación nudo dentro área protegido,"{'delfín': 9, 'ser': 8, 'comunidad': 6, 'bote': 4, 'promedio': 4, 'partir': 4, 'área': 4, 'tierra': 3, 'estudio': 3, 'tener': 3, 'actividad': 3, 'intenso': 3, 'alto': 3, 'amenaza': 2, 'pequeño': 2}",fp
efecto actividad labranza índice área foliar plantación tectón grandis zona norte costa rico tectona grandis especie utilizado proyecto reforestación costa rico ser plantado sitio problema capa adensada perfil suelo retrasar crecimiento plantación razón hacer necesario desarrollo actividad labranza mejorar condición suelo favorecer productividad presente estudio evaluar efecto diámetro altura total índice área foliar iaf ocho tratamiento labranza testigo testigo dolomita labrado tres cinco cincel profundidad combinación dolomita aplicado plantación grandis tres año después labranza encontrar diferencia significativo diámetro altura árbol promedio respectivamente cambio iaf mostrar formación dos agrupación tratamiento conformado testigo testigo dolomita individuo suelo labrado primero agrupación presentar iaf menor correlación iaf altura inferior modelo alométrico error estándar alto deber heterogeneidad individuo causado estrés generado condición compactación suelo contrastar individuo suelo labrado presentar iaf superior correlación iaf altura superior modelo alométrico error estándar menor aumento atribuir proceso reactivación crecimiento individuo producto mejoramiento propiedad suelo,"{'suelo': 6, 'iaf': 6, 'labranza': 4, 'altura': 4, 'testigo': 4, 'individuo': 4, 'plantación': 3, 'grandis': 3, 'dolomita': 3, 'labrado': 3, 'efecto': 2, 'actividad': 2, 'índice': 2, 'área': 2, 'foliar': 2}",fp
defensa passifloro caerulea hormiga reducir número huevo larva agrauli vanillae daño herbivoría comunidad ecológico especie poder participar forma simultáneo interacción interespecífica distinto tipo depredación polinización dispersión implicar ocurrenciar interacción poder afectar resultado oportunidad explorar efecto interacción ecológico brindar sistema formado planta passifloro caerulear hormiga visitar nectario extrafloral larva mariposa espejito agraulis vanillae alimentar planta objetivo trabajo ser estudiar efecto tener mutualismo hormiga planto antagonismo larva maripós planta poner prueba hipótesis hormiga proteger planta ataque larva cambio néctar recibir realizar experimento exclusión hormiga explorar presencia incidir presencia huevo larva daño producir ensayo llevar cabo parque natural municipal ribera norte pnmrn ubicado partido san isidro provincia buenos aires septiembre marzo registrar cinco morfotipo distinto hormiga caerulea concordancia esperar haber efecto negativo hormiga número huevo larva vanillae embargo presencia hormiga afectar nivel daño herbivoría observado decir mutualismo protección tener efecto negativo herbívoro atacado parecer tener efecto positivo esperado planta defendido reflejar complejidad interacción tripartita sistema planta herbívorohormigar múltiple factor poder influir cómo especie involucrado resultar afectado punto visto conservación biodiversidad función ambiente amenazado resultar valioso haber registrar ocurrencia interacción pequeño reserva ecológico urbano pnmrn,"{'hormiga': 8, 'larva': 6, 'planta': 6, 'interacción': 5, 'efecto': 5, 'huevo': 3, 'vanillae': 3, 'daño': 3, 'ecológico': 3, 'poder': 3, 'tener': 3, 'presencia': 3, 'passifloro': 2, 'caerulea': 2, 'número': 2}",fp
emisario submarino mar plata argentino cómo impactar construcción comunidad bentónico intermareal solución adecuado problema deber resolver país respecto tratamiento vertido agua cloacal potencial impacto ambiente poder ser verterla medio emisario submarino diciembre residuo cloacal mar plata verter forma directo zona intermareal tratamiento previo año comenzar construir emisario submarino obra iniciar incorporación dos escollera abrigo frente atraque inaugurado diciembre descarga agua residual submareal mar adentro objetivo trabajo ser evaluar cambio estructura comunidad bentónico intermareal distinto fase proceso construcción después considerar tres sitio muestreo localizado diferente distancia efluente cloacal resultado mostrar cambio comunidad bentónico intermareal respuesta puesto funcionamiento abundancia especie sensible contaminación aumentar etapa posterior puesto funcionamiento bien riqueza especie alcanzar pico máximo fase construcción equitatividad diversidad aumentar etapa posterior observar agrupamiento según similitud composición específico según factor etapa embargo observar agrupamiento respecto sitio conclusión resultado obtenido mostrar cambio ocurrido estructura comunitario intermareal asociado nuevo vertido agua residual generado emisario submarino construido ciudad,"{'intermareal': 5, 'emisario': 4, 'submarino': 4, 'mar': 3, 'construcción': 3, 'comunidad': 3, 'bentónico': 3, 'agua': 3, 'cloacal': 3, 'cambio': 3, 'etapa': 3, 'plata': 2, 'respecto': 2, 'tratamiento': 2, 'vertido': 2}",fp
potencial reforestación seis especie pino restauración zona degradado méxico bosque templado haber reducir debido cambio uso tierra agricultura tala ilegal incendio forestal plaga enfermedad obstante programa reforestación estrategia aumentar área forestal reducir degradación suelo objetivo trabajo consistir evaluar potencial producción planto reforestación pinus pseudostrobus engelmannii montezumae greggii arizonico durangensis restauración zona degradado determinar esfuerzo producción especie estimar área potencial reforestación degradación tierra forestal analizar capacidad producción planto conífera basado número vivero establecido unidad producción germoplasma upg banco germoplasma instalado resultado mostrar especie estudiado poder reducir área total degradado superficie anual estimado restaurar ser pseudostrobus engelmannii montezumae greggii arizonico durangensis esfuerzo ser buen regular cinco tener total alrededor upg información esencial planificar acción restauración taxa considerado investigación,"{'reforestación': 4, 'producción': 4, 'potencial': 3, 'especie': 3, 'restauración': 3, 'degradado': 3, 'reducir': 3, 'forestal': 3, 'área': 3, 'zona': 2, 'tierra': 2, 'degradación': 2, 'planto': 2, 'pseudostrobus': 2, 'engelmannii': 2}",fp
inventario macro fauna reclutado sustrato artificial suspendido bahía concepción bajo california sur méxico asentamiento humano largo zona costero haber traer impacto biota natural disminuir impacto provocado pesquería centro regional investigación pesquero comenzar maricultivo pargo lunarejo lutjanus guttatus bahía concepción obstante colocación artes cultivo mar actúar sustrato favorable especie deseado presente estudio atender iniciativo grupo pescador vía expandir piscicultivo bahía concepción objetivo ser evaluar cambio estacional ensamblaj fauna reclutar sistema cultivo cada módulo compuesto canasta ostrícola suspender columna mes retirar registrar fauna reclutado enseguida módulo limpiar exhaustivamente nuevamente colocar sitio cultivo ser examinar siguiente mes así sucesivamente año registrar total especie ampliar distribución geográfico mediante índice jaccard detectar haber similitud temporada cálido fría denotar marcado estacionalidad ensamblaj largo año,"{'fauna': 3, 'bahía': 3, 'concepción': 3, 'cultivo': 3, 'reclutado': 2, 'sustrato': 2, 'largo': 2, 'haber': 2, 'impacto': 2, 'especie': 2, 'ser': 2, 'ensamblaj': 2, 'módulo': 2, 'mes': 2, 'registrar': 2}",fp
estructura social delfín naríz botella tursiops truncatus cetaceo delphinidae costa suroeste isla tenerife islas canarias españa delfín nariz botella tursiops truncatus jugar rol importante industria avistamiento cetáceo isla tenerife islas canarias españa objetivo trabajo ser determinar estructura social truncatus costa suroeste tenerife año área estudio km² foto identificar delfín considerar residente observar ambos año estudio población estimado área estudio ser delfín nariz botello densidad delfín · número delfín grupo variar individuo aunque ocasionalmente observar grupo delfín mes presenciar cría ser junio noviembre pico agosto verano determinar haber asociación fuerte hembra avistada junto índice asociación hwi mostrar valor,"{'delfín': 7, 'truncatus': 3, 'tenerife': 3, 'ser': 3, 'estudio': 3, 'estructura': 2, 'social': 2, 'botella': 2, 'tursiops': 2, 'costa': 2, 'suroeste': 2, 'isla': 2, 'islas': 2, 'canarias': 2, 'españa': 2}",fp
efecto corto protección establecimiento regeneración bosque nothofagus objetivo estudio ser evaluar efecto corto establecimiento regeneración bosque dominado nothofagus obliqua cordillera andes región maule después cuatro año aplicación ser establecer tres ensayo dos bosque cuyo cobertura copa inicial ser quedar después cuatro año corta extracción plano llamado denso pendiente dsp pendiente suave exposición dcp tercer ensayo corresponder área plano apenas cobertura inicial ser intervenir asp mayor densidad regeneración ocurrir zona bosque plano planta hectárea mientras zona pendiente estimar densidad planta hectárea zona abierto solamente alcanzar planta hectárea caso haber regeneración especie diferente tolerancia luz obliqua ocupar valor relativo importancia torno destacable presencia especie tipo forestal esclerófilo cryptocaryar alba particular ocupar segundo lugar importancia ensayo pendiente casi cuarto parte total así resultado ser acercamiento entender manejo cobertura poder ser potente herramienta control composición bosque futuro pesar período estudio coincidir sequía inusual país poder haber afectar densidad medido,"{'ser': 6, 'bosque': 5, 'regeneración': 4, 'pendiente': 4, 'ensayo': 3, 'cobertura': 3, 'plano': 3, 'densidad': 3, 'zona': 3, 'planta': 3, 'hectárea': 3, 'efecto': 2, 'corto': 2, 'establecimiento': 2, 'nothofagus': 2}",fp
efecto caballo cimarrón composición florístico estructurar pastizal natural sierra austral bonaerense objetivo presente trabajo ser evaluar efecto presencia caballo cimarrón composición específico estructura funcional pastizal natural sierra austral región pampeán compacer riqueza abundancio diversidad uniformidad especie composición funcional pastizal distinto historia pastoreo historio pastoreo afectar variable evaluada pastizal clausurado caballo tener mayor riqueza ser diverso uniforme pastoreado además presentar menor proporción suelo desnudo cobertura especie exótico caballo cimarrón afectar estructura funcional planta leñosa planta estrategia permitir evitar pastoreo ser abundante pastizal caballo mientras cobertura gramínea anual cespitosa perenn ser mayor clausura ordenamiento diferencial parcela experimental determinar asociación vegetal consistente historia pastoreo presencia caballo cimarrón promover especie resistente pastoreo reemplazo pasto perennes poder resultar proceso degradación irreversible,"{'caballo': 6, 'pastizal': 5, 'pastoreo': 5, 'cimarrón': 4, 'ser': 4, 'composición': 3, 'funcional': 3, 'especie': 3, 'efecto': 2, 'natural': 2, 'sierra': 2, 'austral': 2, 'presencia': 2, 'estructura': 2, 'riqueza': 2}",fp
carnívoro área protección floro fauna sierra quilar jalisco estrategia central conservación méxico establecimiento área protegido manejo adecuado requerir conocimiento suficiente biota orientar tomar decisión diversidad taxonómico ecológico mamífero carnívoro constituir grupo importante evaluar área protegido dar seguimiento acción conservación manejo trabajo buscar aportar información básico carnívoro área protección floro fauna sierra quilo jalisco sierra quilar forma parte provincia fisiográfico eje neovolcánico subprovincia sierra jalisco localizar parte central limitar norte sierra madre occidental noroeste mesa centro oeste sur sierra madre sur realizar salida campo noviembre febrero duración tres día cada muestrear cinco tipo vegetación utilizar método directo indirecto búsqueda rastro cámara trampir estación olfativa especie potencial carnívoro área haber registrar especie orden especie potencial tabla incluir tres carnívoro reportado área registrado estudio destacar familia felidae cuatro especie dos catalogado peligro extinción depender tipo muestreo utilizado destacar zorra gris rastro coyote estación olfativa puma cámara trampa especie abundante área patrón actividad mostrar cuatro especie ser nocturno dos ser diurno dos catemeral diurno nocturno ura pesar deterioro mostrar alguno tipo vegetación dentro área presencia buen número especie carnívoro idea resiliencia ecosistema incluso poder encontrar especie ser prioritario establecer programa conservación tener registro dos especie felino categoría peligro extinción según nom ecol necesario continuar inventario carnívoro parte bajo intervalo altitudinal selvo bajo parte bajo río así evaluar impacto actividad antrópica presencia abundancio,"{'especie': 9, 'área': 8, 'carnívoro': 7, 'sierra': 6, 'parte': 4, 'dos': 4, 'jalisco': 3, 'conservación': 3, 'tipo': 3, 'ser': 3, 'bajo': 3, 'protección': 2, 'floro': 2, 'fauna': 2, 'quilar': 2}",fp
arrecif coralino boca toro panamá iii distribución estructura diversidad conservación arrecif isla pastor cristóbal popa cayo agua estudio anterior encontrar área protegido parque nacional marino isla bastimento pnmib albergar arrecif buen conservación desarrollo diversidad recomendar ampliar reconocimiento arrecif área archipiélago boca toro particular sector oriental parque marino presente estudio hacer reconocimiento total detallado zona costero insular isla pastor cristóbal popa cayo agua evaluó distribución arrecif coralino describir total arrecif representar formación típico distinto localidad definir primero vez archipiélago centro mayor diversidad organismo sésil ser importante constructor arreci coralino número especie coral escleractínido archipiélago boca toro aumentar actualizar registro panamá aumentar así total especie país implicar archipiélago albergar especie panamá distribuido arrecif zona alto diversidad encontrado presente estudio igual formar diversidad octocoral aumentar especie esponja experimentar incremento especie total especie encontrar zona lata diversidad especie esponja octocoral respectivamente presentar cinco recomendación general ser importante modificar límite existente pnmib formar proteger área albergar mayor diversidad general mayor abundancia especie amenazado crear red área protegido dentro archipiélago,"{'especie': 8, 'arrecif': 7, 'diversidad': 7, 'archipiélago': 5, 'área': 4, 'total': 4, 'coralino': 3, 'boca': 3, 'toro': 3, 'panamá': 3, 'isla': 3, 'estudio': 3, 'albergar': 3, 'zona': 3, 'mayor': 3}",fp
efecto uso suelo hormiga formicidae hymenoptero tikinmul campeche méxico comparar efecto uso suelo mirmecofauna ejido tikinmul campeche méxico estudio llevar cabo monocultivo cedro huerto casero época seco lluviosa colecta especie utilizar método tropical soil biology and fertility modificado sistema agroforestal encontrar total morfoespecies nueve ser exclusivo cada dos sistema mientras presente ambos observar similitud sörensen sistema época subfamilia myrmicinae género especie ser mejor representado estudio solenopsis geminata dorymyrmex ser especie dominante indicadora monocultivo densidad hormiga ser alto monocultivo encontrar relación directo intensidad manejar riqueza especie cantidad hojarasca mostrar factor determinante abundancia hormiga agroquímico afectar manera indirecto población,"{'especie': 4, 'ser': 4, 'hormiga': 3, 'monocultivo': 3, 'sistema': 3, 'efecto': 2, 'uso': 2, 'suelo': 2, 'tikinmul': 2, 'campeche': 2, 'méxico': 2, 'estudio': 2, 'época': 2, 'encontrar': 2, 'formicidae': 1}",fp
efecto silviculturo comercial pinus jaliscán especie considerado riesgo extinción manejo activo ser promocionar opción deseable aquel especie peligro extinción ser comercialmente valioso aquí presentar caso pino jalisciense pinus jaliscán pérez rosa especie peligro extinción méxico pino componente importante producción maderable interior área natural protegido registro histórico caso estudio boscar dominado jaliscana mostrar evento determinar protección legal ocurrir lejos aprovechamiento especie red monitor buscar captar efecto labor silvícola diseñado neutralizar factor antrópico estresant evidencia obtenido sugerir régimen silvícolo actual alejar bosque objetivo comercial recuperación especie zona distribución mensaje investigación aún medida conservación ser diseñar eficaz corrección causa humano deterioro potencialidad alguno especie riesgo detalle único prevalecer cada rincón hábitat poder crear escenario peculiar regla general deber ser ajustar,"{'especie': 6, 'ser': 4, 'extinción': 3, 'efecto': 2, 'comercial': 2, 'pinus': 2, 'jaliscán': 2, 'riesgo': 2, 'peligro': 2, 'caso': 2, 'pino': 2, 'silviculturo': 1, 'considerado': 1, 'manejo': 1, 'activo': 1}",fp
prueba reforestación mangle ciénaga costero semiárido yucatán méxico parte programa restauración ambiental fortalecimiento desarrollo regional microcuenca costero chabihau yucatán méxico evaluó sobrevivencia crecimiento plántula rhizophoro mangle mangle rojo avicennia germinans mangle negro través diferente prueba reforestación nuevo condición registrar ciénaga después construcción puent carretera costero sobrevivencia regulado nivel inundación mientras salinidad agua controlar crecimiento plántula manglar mangle rojo presentar mayor sobrevivencia bajo condición mayor inundación mayor desarrollo bajo salinidad intersticial ups ups mientras mangle negro presentar mayor sobrevivencia área menos inundado mayor desarrollo alto salinidad ups ups construcción cama sedimento controlar grado inundación demostrar ser técnica útil favorecer sobrevivencia mangle negro mientras desazolve manantial disminución salinidad agua asegurar mejor desarrollo plántula ambos especie obtener mayor sobrevivencia mangle rojo producido vivero sembrar directo menor profundidad mayor salinidad agua registrado ciénaga considerado año menos lluvioso poder relacionado mayor repoblación natural mangle negro diseño programa reforestación deber contar monitoreo parámetro hidrológico superficial suelo particularmente nivel inundación salinidad permitir selección especie método adecuado asegurar mayor sobrevivencia mejor desarrollo planta,"{'mangle': 9, 'mayor': 9, 'sobrevivencia': 7, 'salinidad': 6, 'desarrollo': 5, 'negro': 4, 'inundación': 4, 'ups': 4, 'reforestación': 3, 'ciénaga': 3, 'costero': 3, 'plántula': 3, 'rojo': 3, 'mientras': 3, 'agua': 3}",fp
reproducción sexual quercu macdougallii encino endémico sierra juárez oaxaca quercus macdougallii martínez especie endémico amenazado sierra juárez oaxaca méxico requerir aplicar estrategia preservación situ población promover permanencia largo plazo lograr necesario conocer mecanismo reproducción sexual especie trabajo analizar factor afectar establecimiento crecimiento plántula macdougallii finalidad dar recomendación preservación situ estudio realizar consistir cuantificar producción bellota estimar porcentaje depredación parasitismo estimar germinación bellota evaluar crecimiento supervivencia plántula primero dos objetivo realizar condición campo laboratorio mientras tercer objetivo solo ser analizar condición laboratorio paralelamente realizar experimento estimar éxito plan reforestación realizado condición disturbio condición distubio resultado obtenido sugerir especie estudiado presentar producción promedio bellota bajo depredación consumo parasitismo germinación crecimiento campo laboratorio ser mayor bellota grande mediano pequeño porcentaje germinación promedio supervivencio plántula ser sitio disturbio condición disturbio sugerir recolectar bellota grande realizar programa reforestación recomendable poner germinar bellota laboratorio dejar crecer seis mes trasplantar inicio época lluvia bajo dosel árbol madre,"{'bellota': 6, 'condición': 5, 'realizar': 4, 'laboratorio': 4, 'macdougallii': 3, 'especie': 3, 'crecimiento': 3, 'plántula': 3, 'estimar': 3, 'germinación': 3, 'ser': 3, 'disturbio': 3, 'reproducción': 2, 'sexual': 2, 'endémico': 2}",fp
efecto nido hormiga cortadoro hoja atta vollenweideri propiedad físico suelo bosque nativo hormiga cortadora hoja hch ser ampliamente conocido ser ingeniero ecosistema debido modificación causar suelo construir nido determinar variación espacial resistencia mecánico penetración rmp suelo generado nido hch atta vollenweideri bosque nativo espinal mesopotámico estudio realizar área natural protegido estancia carayá río argentino seleccionar nido vollenweideri registrar rmp cinco posición centro nido periferio nido nido medio dos transecta cada nido dirección aleatorio luego realizar interpolación cada penetración perfil longitudinal isovalores rmp utilizar método ponderación distancia inverso rmp aumentar profundidad suelo centro nido respecto periferio lado rmp aumentar forma considerable sólo primero profundidad centro nido nido vollenweideri modificar propiedad físico suelo sustrato poder ser potencialmente emplear organismo ilustrar papel hormiga ingeniero ecosistema,"{'nido': 11, 'suelo': 5, 'rmp': 5, 'vollenweideri': 4, 'hormiga': 3, 'ser': 3, 'centro': 3, 'hoja': 2, 'atta': 2, 'propiedad': 2, 'físico': 2, 'bosque': 2, 'nativo': 2, 'hch': 2, 'ingeniero': 2}",fp
escenario mitigación emisión sector rural chiapa utilizar modelo transición chiapa emisión sector uso suelo cambio uso suelo silviculturo uscusys agrícola incluido ganadería abarcar emisión total necesario plantear actividad mitigación sector rural particular reducción emisión deforestación degradación forestal trabajo generar curva costo abatimiento escenario mitigación chiapa utilizar modelo transición met elaborado ocho región modelo permitir conocer impacto asociado transición uso suelo tipo vegetación inicial final término carbono factor socio económico restricción considerado ser costo oportunidad positivo negativo subsidio crédito tasa interés presentar gran potencial mitigación emisión sector rural particular región selva maya alto análisis distinto escenario mostrar costo oportunidad usd usd suficiente buen porción potencial mitigación gas efecto invernadero chiapa contar subsidio crédito actividad implementación afectar potencial mitigación determinado intervalo costo oportunidad asimismo actividad costo oportunidad negativo ser área oportunidad mitigar emisión reorientar política público mejorar capacidad análisis modelo necesario incentivar investigación actividad relacionado degradación forestal manejo forestal sostenible incremento almacén carbono forestal agropecuario,"{'mitigación': 6, 'emisión': 6, 'costo': 5, 'oportunidad': 5, 'sector': 4, 'chiapa': 4, 'modelo': 4, 'actividad': 4, 'forestal': 4, 'escenario': 3, 'rural': 3, 'transición': 3, 'uso': 3, 'suelo': 3, 'potencial': 3}",fp
efecto fragmentación hábitat calidad semilla lapagerio rosea fragmentación hábitat tener efecto negativo adecuación biológico planta reducción cantidad semilla producido embargo fragmentación hábitat poder disminuir adecuación biológico planta través reducción calidad semilla producido reducir atributo viabilidad tamaño capacidad germinativo poder ocurrir reducción tamaño poblacional fragmento junto aumento grado aislamiento poder generar reducción variabilidad genético población inducir expresión depresión endocruza trabajo mostrar efecto fragmentación bosque maulino calidad semilla producido especie lapagerio rosea calidad definido aquí viabilidad tamaño capacidad germinativo semilla colecté semilla fragmento bosque bosque continuo bosque maulino chile central laboratorio estimar porcentaje viabilidad tamaño capacidad germinativo semilla colectada resultado mostrar semilla producido fragmento bosque presentar porcentaje viabilidad similar semilla producido bosque continuo embargo variabilidad porcentaje mayor semilla fragmento además semilla fragmento ser menor tamaño poseer menor capacidad germinativo semilla bosque continuo característica semilla poder determinar fragmento bosque existir reducción establecimiento nuevo individuo poder inducir efecto negativo sobrevivencia población largo plazo,"{'semilla': 13, 'bosque': 8, 'fragmento': 6, 'reducción': 5, 'producido': 5, 'poder': 5, 'tamaño': 5, 'efecto': 4, 'fragmentación': 4, 'calidad': 4, 'viabilidad': 4, 'capacidad': 4, 'germinativo': 4, 'hábitat': 3, 'continuo': 3}",fp
huevo falso sag facilitar comportamiento social emergencia cría tortugo laúd dermochelys coriacea testudín dermochelyidae emergencia cría tortuga laúd eclosionada nido profundo arena superficie playa ocurrir ayuda parental primero gran desafío supervivencia ciclo vida estudio desarrollado costa caribe colombiano describir comportamiento social emergencia neonato evalúar efecto traslocación nido patrón temporal emergencia proponer primero vez espacio liberado deshidratación falso huevo sag nidado representar ventaja reproductivo facilitar agrupamiento neonato espacio limitado favorecer sincronía emergencia tiempo medio registrado emergencia grupo ser día variar seis día traslocación nido afectar patrón temporal emergencia ser predominantemente nocturno nido natural trasladado pico máximo emergencia superficie coincidir periodo menor temperatura ambiental exterior ventaja selectivo patrón temporal emergencia sincrónico probablemente relacionado mayor tasa depredación mortalidad hipertermia observado día,"{'emergencia': 9, 'nido': 4, 'patrón': 3, 'temporal': 3, 'día': 3, 'huevo': 2, 'falso': 2, 'sag': 2, 'facilitar': 2, 'comportamiento': 2, 'social': 2, 'cría': 2, 'laúd': 2, 'superficie': 2, 'primero': 2}",fp
exito reproductivo planta ornitócora relicto selva subtropical argentino relicto selva ribereño situado región central argentino punta lara provincia buenos aires estudiar fenología reproductivo producción dispersión diáspora cinco especie arbórea nativo dos maleza exótico rubus ulmifolius ligustrum lucidum además determinar poder germinativo semilla tasar reclutamiento característico plántula último medio siglo maleza invadir selvo amenazar actualmente destruir elenco ave frugívora área reducido integrado siete especie residente migratorio haber planta nativo manifestar limitación reproductivo escaso producción dispersión diáspora bien planta exótico superar significativamente nativa relación fruto flor fruto consumido fruto disponible primero tener ventaja cantidad semilla incorporar medio unidad superficie copa germinación abundante ligustrum habilidad competitivo plántula rubus éxito maleza explicar gran parte agresividad intrínseco situación marginalidad ecológico comunidad selvático especie encontrar extremo meridional distribución,"{'reproductivo': 3, 'planta': 3, 'especie': 3, 'maleza': 3, 'fruto': 3, 'relicto': 2, 'selva': 2, 'argentino': 2, 'producción': 2, 'dispersión': 2, 'diáspora': 2, 'nativo': 2, 'exótico': 2, 'rubus': 2, 'ligustrum': 2}",fp
depredación jaguar panthera onca ganado llano oriental colombia caracterizar alguno aspecto ataque jaguar ganado municipio puerto carreño dept vichado colombia ganado porcino ser depredar seguido ganado equino vacuno jaguar seleccionar ganado porcino frente resto ganado bosque frente sabana realizar ataque individuo depredado ser menor año finca considerado matar jaguar sugerir medida reducir ataque jaguar ganado doméstico,"{'ganado': 7, 'jaguar': 5, 'ataque': 3, 'colombia': 2, 'porcino': 2, 'ser': 2, 'frente': 2, 'depredación': 1, 'panthera': 1, 'onca': 1, 'llano': 1, 'oriental': 1, 'caracterizar': 1, 'alguno': 1, 'aspecto': 1}",fp
manejo oferto forrajero parque nacional campo tuyú campo ganadero vecino conservación venado pampa parque nacional campo tuyú ubicado extremo sur bahía samborombón área protegido creado conservar venado pampa ozotocero bezoarticus celer antecedente sugerir protección venado pampa depender factor disponibilidad calidad oferto forrajero provisto dos comunidad preferido hábitat alimentación monte talar espartillar mejorar oferta forraje diseñar evaluar práctica manejo específca dos comunidad exclusión ganado monte tala establecimiento ganadero aledaño luego defoliación intenso verano defoliación mecánico periódico espartillar defoliación intenso verano seguido exclusión pastoreo ganado marzo agosto monte tala establecimiento vecino promover aparición aumentar contribución pasto nativo invernal bromu catharticu bromu auleticu elymus scabrifolius estival bothriochloa laguroides paspalum dilatatum leguminós melilotu ofcinali defoliación periódico espartillar período crecimiento especie dominante spartín densiforo incrementar contribución pasto invernal nativo elymus scabrifolius chaetotropis elongata phalaris augustar leguminós melilotus ofcinali disminuir cobertura paja cortaderio selloán ambos comunidad registrar aumento valor zootécnico especie elevar contribución ser pasto leguminosa alto valor nutritivo mientras especie disminuir cobertura ser herbácea escaso valor nutritivo,"{'defoliación': 4, 'campo': 3, 'venado': 3, 'pampa': 3, 'comunidad': 3, 'monte': 3, 'espartillar': 3, 'contribución': 3, 'pasto': 3, 'especie': 3, 'valor': 3, 'manejo': 2, 'oferto': 2, 'forrajero': 2, 'parque': 2}",fp
desempeño sexual macho laboratorio estéril anastrepha obliqua aclimatado bajo condición campo evaluó medio prueba estándar control calidad desempeño sexual macho cría estéril anastrepha obliqua aclimatado bajo condición campo macho estéril cer laboratorio ser mantener huerto mango jaula madero día competir macho silvestr hembra silvestr prueba desempeño sexual macho laboratorio ser evaluar día edad mientras silvestr día estudio ser conducir confirmar insecto mantenido cerca posible condición natural obtener ventaja desempeño sexual respecto macho mantenido condición artificial resultado estudio indicar proporción apareamiento prueba ser satisfactorio valor índice esterilidad relativo mostrar diferencia significativo distinto tratamiento conclusión dato indicar pre acondicionamiento macho obliqua condición campo conferir ventaja desempeño sexual hembra silvestr jaula campo ideal programa liberación técnica insecto estéril aplicado,"{'macho': 7, 'desempeño': 5, 'sexual': 5, 'condición': 5, 'estéril': 4, 'campo': 4, 'ser': 4, 'silvestr': 4, 'laboratorio': 3, 'obliqua': 3, 'prueba': 3, 'día': 3, 'anastrepha': 2, 'aclimatado': 2, 'bajo': 2}",fp
papel alga nostoc commune efecto pastoreo vacuno colonización suelo alcalino pampa deprimido alga nostoc commune vauch cianofícea fotótrofo fijadoro nitrógeno conspicua suelo alcalino pampa deprimido evaluó posible relación positivo presencia nostoc commune germinación semilla emergencio plántula proponer presencia alga tener papel ecológico significativo proceso colonización suelo alcalino desnudo pastoreir vacuno afectar dicho papel observar micrositio cubierto alga mostrar mayor número plántula otoño invierno primavera mayor abundancia plántula plántula dm² ocurrir microdepresión alga germinación condición invernáculo semilla hordeum pusillum steud pasto anual característico ambiente alcalino ser mayor colocar arriba debajo bioderma algal bajo condición suelo ser menos alcalino incrementar contenido materia orgánico carbono nitrógeno pastoreo afectar presencia alga cobertura vegetal concluir presenciar bioderma algal tener significativo impacto ecológico mejorar propiedad suelo estimular germinación emergencia establecimiento planta anual tal hordeum pusillum manejo controlado pastoreo favorecer presencia nostoc commune contribuir recuperación hábitat,"{'alga': 6, 'suelo': 5, 'alcalino': 5, 'nostoc': 4, 'commune': 4, 'presencia': 4, 'plántula': 4, 'papel': 3, 'pastoreo': 3, 'germinación': 3, 'mayor': 3, 'vacuno': 2, 'colonización': 2, 'pampa': 2, 'deprimido': 2}",fp
