Title,Publication_type,Journal,Abstract,PMID
Comprobación de un nuevo método para reducir la infección por ectoparásitos en cajas nido,Scientific article,Ardeola,"En las poblaciones naturales de aves los polluelos son comúnmente infectados por ectoparásitos. Los efectos que estos ectoparásitos tienen en la eficacia biológica del hospedador se hacen evidentes después de la eliminación completa o de la reducción substancial de su abundancia. Entre los métodos más utilizados, la aplicación de insecticidas es el preferido tradicionalmente. Sin embargo, debido a que la eficacia del insecticida disminuye a lo largo del tiempo, generalmente se necesita la aplicación de varias dosis. Esto resulta en un aumento de la toxicidad y molestias en la reproducción tanto para los padres como para los polluelos. En este estudio, hemos probado la eficacia de un nuevo insecticida (Inesfly). Inesfly actúa mediante la liberación progresiva de compuestos activos solubles en agua, por lo tanto teniendo un efecto a largo plazo comparado con insecticidas anteriores. Mediante la aplicación experimental de este insecticida en forma de pintura dentro de las cajas nido de una población de herrerillo común Cyanistes caeruleus durante la época reproductora, investigamos su efecto en la abundancia de mosca negra (Simuliidae), jején (Culicidae), pulga (Ceratophyllidae), ácaro (Dermanyssidae) y larva de mosca azul (Calliphoridae). El insecticida redujo significativamente la abundancia de la mosca azul Protocalliphora azurea, mientras que la de otros parásitos no se vio afectada. Nuestros resultados muestran que Inesfly no fue efectivo con respecto a los ectoparásitos que infectan las cajas nido de herrerillos excepto para la mosca azul, al menos en la dosis aplicada. Finalmente, no se observaron efectos negativos en los polluelos después de la aplicación de este insecticida.",Positive
"Biología de la conservación del cisne coscoroba Coscoroba coscoroba, su impacto en líneas eléctricas y soluciones.",Scientific article,Ardeola,"Al final del resumen se explica la implementación de dos tipos de ""ahorradores de aves"": espirales de PVC de tres colores (amarillo, blanco y naranja) instalados alrededor de los cables de tierra con una distancia de 10 m. y un ""Aspa"" giratorio que consiste en tres lados de PVC con adhesivos reflectantes instalados en los cables de tierra a través de una percha con una distancia de 12 m entre sí. Se marcaron cinco intervalos con cada color en espiral, cinco con la cuchilla y cinco intervalos se dejaron sin señalización (control). En las paletas marcadas con cuchillas hubo un 86% menos de mortalidad que en el control vano. En comparación con las espirales, la cuchilla fue 76.2% más efectiva que las espirales amarillas y 73.7% más efectiva que las naranjas y las blancas. El tipo ""cazador de aves"" de tipo cruzado no afectó el comportamiento de las aves y la densidad de las aves que cruzaron el vano no fue diferente de las otras.",Positive
"RESCATE Y RETORNO A ESTADO SALVAJE DE UN
OSO PARDO EN ASTURIAS (ESPAÑA)",Scientific article,Galemys,"Una hembra de oso pardo (Ursus arctos, L.), localizada junto a una carretera el 28 de marzo de 1999
con dificultades motrices y que no mostraba el comportamiento habitual de huida, fue capturada y
dotada de un transmisor. Tras una inspección sobre el terreno, en la que sus ritmos respiratorios y
cardiacos y su temperatura corporal resultaron normales, se le detectaron algunas heridas en boca y
hocico. Trasladada a la Facultad de Veterinaria de León en una caja Culvert, fue anestesiada para la realización de radiografías, de ecografía abdominal, y toma de muestras para diversos análisis
(hematológicos, parasitológicos, toxicológicos e infecciosos), todos con resultados normales o negativos, sin que pudiera realizarse un diagnóstico preciso. Se le mantuvo en un recinto aislado, evitando el
contacto humano, aplicándole un tratamiento inespecífico (descanso, abundante alimentación y suministro de un antibiótico de amplio espectro). Tras la positiva recuperación y con una aparente buena
motricidad se le liberó el 7 de abril de 1999 a 2,5 Km del sitio de captura. Desde entonces se le radiolocalizó
continuamente pero el transmisor empezó a fallar y se perdió la señal el 11 de abril. Se identificó
visualmente el ejemplar el 25 de mayo, por portar aún el transmisor, alimentándose en una ladera solana a 2 Km del punto de suelta, aparentemente en buenas condiciones. Los resultados de los análisis
toxicológicos sobre muestra de sangre, disponibles algunos meses más tarde, detectaron la presencia de
carbofurano y metomilo en dosis que indicaban su posible ingesta como cebo.",Positive
Resultados de una traslocación de osos pardos de Eslovenia a los Pirineos Centrales,Scientific article,Galemys,"En el marco de un proyecto Life-Naturaleza de la Unión Europea, en 1996 y 1997 se liberaron en los Pirineos Centrales tres osos pardos (2 hembras-Ziva y Mellba- y 1 macho -Pyros-) procedentes de Eslovenia. El tamaño de las áreas de campeo y los desplazamientos de los osos difirieron según los individuos y los años, siendo el primer año muy grandes y recorriendo largas distancias. Los desplazamientos más cortos y las áreas más pequeñas se presentaron cuando las hembras tuvieron crías del año. Pyros realizó mayores desplazamientos diarios (-
x = 3,01 km, SD = 2,89 km) que Ziva (- x = 2,07 km, SD =
2,09 km), siendo muy habitual el movimiento transfronterizo entre Francia, Cataluña y Aragón. Una de las crías se halla en estos momentos en contacto con la población pirenáica autóctona de osos. Seleccionaron las orientaciones norte, con pendientes de entre 30 y 60 grados, las altitudes comprendidas entre
1.301 y 1.800 m y, los bosques de roble, haya y abeto. En 1997, Mellba parió tres crías y fue muerta en
Francia por un cazador en 1997 y, Ziva dos crías. Dos de los huérfanos de Mellba han sobrevivido hasta
este momento. Los análisis genéticos de los osos traslocados y de sus crías han permitido comprobar
casos de multiparentalidad, sólo descritos en el oso grizzly de Norteamérica. En Cataluña (1996-2000),
se atribuyeron 118 daños a los osos, aunque se indemnizaron 178 cabezas de ganado muertas y 397
desaparecidas. La población en el año 2001 es de seis ejemplares (1 macho adulto de 13 años, 1 hembra
adulta de 12 años y, 3 machos y 1 hembra de 4 años). En junio de 2001 fue encontrada muerta en Francia
una cría macho nacida ese mismo año. El alto número de crías en las camadas, la supervivencia de dos
crías huérfanas con 8 meses, los pesos de los ejemplares nacidos en los Pirineos y capturados (una cría
de segundo y un subadulto de tercer año), los excelentes datos de las analíticas de sangre realizadas y la
gran variedad de la dieta encontrada en los análisis preliminares de las muestras, indican una buena
adaptación de los osos a las condiciones tróficas y de hábitat del Pirineo. Por el contrario, la muerte de
una osa en una cacería demuestra la existencia de ciertos riesgos para estos ejemplares.",Positive
"PRIMEROS RESULTADOS SOBRE LA ALIMENTACIÓN
SUPLEMENTARIA DE LINCES IBÉRICOS EN LIBERTAD
MEDIANTE EL USO DE CORRALES",Scientific article,Galemys,"El lince ibérico sigue desapareciendo, entre otras razones, por la escasez del conejo. Se ha propuesto que la alimentación suplementaria podría temporalmente contrarrestar la escasez de conejos. Sin embargo, se desconoce si tal actuación sería o no efectiva. Aquí experimentamos tres diseños de
corrales para la alimentación suplementaria del lince ibérico en la Reserva Biológica de Doñana. Dos de los corrales eran de 4 x 4 x 1,3 m donde los linces podían entrar saltando. Un tipo de estos corrales estaba rodeado por rampas de arena. El otro tipo era un corral de 4 x 4 m situado en la esquina de un cercado de 1 ha y 2 m de alto, adonde se accedía trepando por troncos o saltando por unos escalones. Los corrales fueron cebados con pollos entre agosto de 2002 y febrero de 2003. El lince fue la única
especie que entró en los corrales usando dos de ellos, uno pequeño rodeado de las rampas (cuatro
linces) y el grande de 1 ha (dos de los cuatro anteriores). Después de que los usaran la primera vez,
entraron casi diariamente. Accedieron al interior por los escalones y desde la rampa. Zorros,
meloncillos, y tejones, por este orden de frecuencia, también se acercaron a los corrales, pero ninguno entró. Este estudio indica que los linces pueden hacer uso de presas artificiales y que los corrales
experimentados son eficaces excluyendo a otros depredadores terrestres. Más estudios y experimentos son necesarios antes de poder concluir que la alimentación suplementaria puede ser útil para la
conservación del lince ibérico en el campo.",Positive
"TASA DE SUPERVIVENCIA DEL GATO MONTÉS
Felis silvestris (SCHREBER, 1777), CRIADO EN
CAUTIVIDAD Y REINTRODUCIDO EN LA NATURALEZA.
RESULTADOS PRELIMINARES",Scientific article,Galemys,"Se analizó la supervivencia y las causas de mortalidad de 37 gatos monteses reintroducidos y radioseguidos en el macizo del Ports de Tortosa i Beseit en Tarragona, entre los años 2001 y
2005. Los ejemplares se agruparon según los siguientes factores experimentales: condiciones de cautividad (suaves vs. duras), condiciones de liberación (suaves vs. duras), liberación de hembras
con o sin cachorros (sólo las hembras) y sexo (machos vs. hembras sin cachorros). Mediante el método Kaplan-Meier se estudió el efecto que las condiciones de cautividad, las técnicas de liberación, la presencia de cachorros en la liberación o el sexo tienen sobre la supervivencia de los
ejemplares reintroducidos. La supervivencia se comparó entre los diferentes grupos mediante el
Log-rank test. Se describieron las causas de mortalidad y la variación diaria de peso de los ejemplares reintroducidos. No se detectaron diferencias significativas entre la supervivencia de los
diferentes grupos según las condiciones de cautividad, ni de liberación, ni el sexo. En cambio, las hembras liberadas con cachorros mostraron una supervivencia mayor que las hembras liberadas
sin cachorros. Considerando todos los ejemplares conjuntamente, la tasa de supervivencia a 180
días fue del 24,7% y la mediana del tiempo de supervivencia de 47 días. Las causas de mortalidad
más importantes fueron las de origen humano (atropellos y muertos en granjas). Así mismo, la
mayoría de los ejemplares muertos por causas naturales presentaron una pérdida de peso muy
acusada. En general, la supervivencia de los ejemplares liberados es muy baja, que confirma la
dificultad de reintroducir a la naturaleza carnívoros criados en cautividad.",Positive
"OCUPACIÓN Y REPRODUCCIÓN DEL LIRÓN GRIS
(Glis glis LINNAEUS, 1766) EN NIDALES ARTIFICIALES
EN BOSQUES CADUCIFOLIOS CATALANES",Scientific article,Galemys,"Se estudia la tasa de ocupación de nidales artificiales (cajas-nido) por el lirón gris en bosques
caducifolios catalanes. Para ello, durante el período 2004-2005 se revisaron sistemáticamente
más de 400 nidales de cuatro tipos distintos (3 modelos para aves insectívoras, y uno especialmente diseñado para lirones) situados en 6 localidades diferentes. La tasa de ocupación fue muy heterogénea, dependiendo tanto de la localidad como del tipo de nidal. Así pues, la frecuencia
máxima de ocupación de cajas por individuos adultos se situó en el 25% en el Montnegre-Corredor (robledal-castañar), y en el 42% en el hayedo de la Grevolosa, mientras que en otras localidades fue muy baja o inexistente. Los nidales de los modelos “Sitta” y “Parus” rindieron resultados parecidos en las localidades en que se dispusieron conjuntamente. Los nidales empezaron
a ocuparse en julio, incrementándose su ocupación en agosto, época en que las hembras buscan
nidos apropiados para alumbrar. En septiembre se encontraron hembras con crías pequeñas en
el Montnegre-Corredor, la única localidad en que se ha podido comprobar la reproducción. El
número medio de crías por camada fue de 4,75, con una variación entre 4 y 7 crías por nido (n=
4). La fecha de nacimiento de las crías fue estimada en tres nidos el 19, 21 y 22 de septiembre
del 2005, hecho que demuestra una elevada sincronía. En noviembre se observó un incremento
de la presencia de lirones que se puede asociar a la dispersión juvenil. Finalmente, en la revisión
realizada en pleno invierno no se encontró ningún individuo de lirón gris en las cajas.",Positive
"SUPERVIVENCIA, DISPERSIÓN Y SELECCIÓN
DE RECURSOS DE CORZOS Capreolus capreolus
(LINNAEUS, 1758) REINTRODUCIDOS EN UN HÁBITAT
MEDITERRÁNEO",Scientific article,Galemys,"Durante los años 2002, 2003 y 2004 se liberaron un total de 38 ejemplares de corzo (23
hembras y 15 machos) en la Reserva Nacional de Caza de Ports (Taragona, Cataluña) con el
objetivo de analizar su viabilidad como paso previo a un programa de reintroducción en esta
zona. En total 29 corzos fueron capturados en la reserva de Chizé (Landas, Francia) y 9 más en
la RNC de Alt-Pallars (Lleida, Cataluña). El corzo desapareció de este macizo a finales del siglo
XIX, de forma similar a otras zonas del litoral mediterráneo, como consecuencia de la reducción de la superficie forestal y la falta de gestión y conservación de sus poblaciones. En Cataluña, desde principios de la década de 1990, se han iniciado diferentes proyectos de reintroducción de esta especie en las cordilleras litorales con vistas a la restauración de la comunidad de ungulados
salvajes. A partir de 589 localizaciones de 30 de estos ejemplares se estimaron los patrones de
dispersión, la probabilidad de supervivencia y la tasa de mortalidad, y de esta forma se evaluó la
viabilidad de la reintroducción. La selección de recursos se calculó mediante regresión logística y
el resultado predice la presencia de los corzos reintroducidos en el área elegida.",Positive
"PROGRAMA DE CONSERVACIÓN DEL BORREGO
CIMARRÓN (Ovis canadensis weemsi) EN BAJA
CALIFORNIA SUR, MÉXICO",Scientific article,Galemys,"Dada la importancia ecológica, cultural y económica que representa el borrego cimarrón y
considerando su situación poblacional en México, OVIS en 1995 presenta al Gobierno Federal el “Programa de conservación del borrego cimarrón (Ovis canadensis weemsi) en Baja California Sur
(BCS), México”, el cual es avalado y autorizado, contando con el apoyo de los gobiernos tanto
estatal como municipales en cuestión. El programa se desarrolla en 2 etapas: 1) Introducción y reproducción del borrego cimarrón (O. c. weemsi) en isla El Carmen, BCS y 2) Repoblación de tierras continentales con borregos procedentes de dicha isla y posterior aprovechamiento
sustentable. Actualmente se estima una población de 450 borregos en isla El Carmen, por lo
que OVIS tiene como objetivo continuar con las actividades de repoblación a largo plazo para
contribuir a la recuperación de los niveles poblacionales alcanzados históricamente. El mayor
éxito del programa se alcanzará cuando las poblaciones de borrego cimarrón vuelvan a cubrir las
tierras de Baja California Sur en toda su área de distribución original, así como otras áreas de
distribución histórica de la especie.",Positive
Estima de la abundancia de palomas (Columba livia var.) de la ciudad de Barcelona y valoración de la efectividad del control por eliminación de individuos,Scientific article,Arxius de Miscel-lania zoologica,"Uno de los métodos más comúnmente utilizados para el control de las poblaciones de palomas urbanas es la captura y eliminación selectiva de individuos. Con este método, la Agencia de Salud Pública de Barcelona (ASPB) eliminó entre 1991 y 2006, un total de 227.479 palomas. En el presente trabajo se compara la abundancia de palomas de la ciudad de Barcelona estimada en 1991 (183.887 ± 14.914), con los valores obtenidos en una nueva estima realizada en 2006, con un total de 256.66 ± 26.210 (IC 95%) palomas. Mientras que en el centro de la ciudad la densidad de palomas no aumentó entre esos años, la densidad en todo el anillo que rodea el centro aumentó de forma significativa, conduciendo a un aumento global de toda la población urbana. El número de denuncias recibidas por distrito por molestias ocasionadas por las palomas no se correlacionó con su abundancia. El esfuerzo de capturas por distrito realizado por la ASPB se correlacionó con la abundancia de palomas y no con el número de denuncias recibidas, lo que indica que las actuaciones realizadas siguen en general un protocolo técnico. La densidad de palomas por distrito se correlacionó significativamente con la densidad de habitantes de cada distrito, pero no con el número total de habitantes. Los datos presentados demuestran la baja efectividad de las medidas de control de palomas por eliminación de individuos, y abogan por un mayor énfasis en los métodos de control centrados en los factores limitantes de la especie, en concreto la oferta alimentaria y los lugares de nidificación.",Positive
"Inventario de los macroinvertebrados acuáticos del «Ullal de Baldoví» (Sueca, Valencia, España) tras un programa de restauración",Scientific article,Boletín de la Real Sociedad Española de Historia Natural,"In the present study the inventory of aquatic invertebrates collected in the Ullal de Baldoví (Sueca, Valencia) is provided during the year 2007. It is an emblematic spring of oligohaline waters, located in the interior of the Albufera Natural Park of Valencia . We counted 81 taxa distributed in 6 edges, 24 orders and 57 families. The results have been obtained in six sampling stations distributed among the different Ullal environments, including a restored part. Three endemisms are found, of which one, Melanopsis tricarinata (Bruguière, 1789), is at the Iberian level and the other two, Dugastella valentina (Ferrer Galdiano, 1924) and Palaemonetes zariquieyi Sollaud, 1939, are for the Valencian Community ( CV). A new appointment is detected for the continental waters of the CV, an amphipod of the Aoridae family; Leptocheirus pilosus Zaddach, 1844. In the set of taxa, fifteen belong to the class Ostracoda, with two invasive alien species (EEI) Fabaeformiscandona subacuta (Yang, 1982) and Stenocypris major (Baird, 1859). The results obtained seem to indicate that the recent restoration has allowed, until now, the colonization of new taxa in the Ullal de Baldoví.",Positive
La importancia del agrosistema tradicional Faxinal para la conservación de los bosques en el sur de Brasil.,Scientific article,Revista Ecosistemas,"Faxinal constituye una forma deorganización y producción tradicional campesina caracterizada por la producción colectiva de animales en los sub-bosques de Araucarias. Esos creadores comunitarios componen algunos de los últimos remanentes conservados de la Mata Atlántica en los altiplanos sur-brasileños, mereciendo así el status de ARESUR – una unidad de conservación polémica, no totalmente reconocida, que recompensa a propietarios por su compromiso con la conservación de los bosques. Algunos autores argumentan que estos esfuerzos son inútiles ya que esto no protege la integridad de los bosques. Así, para comprobar la importancia de ese agrosistema analizamos la estructura fitosociológica de seis faxinales, comparando con un bosque también secundario preservado en Bosque Nacional Açungui. Se identificaron entre los faxinales y el área de conservación un total de 172 especies (42 familias) y el mayor Índice de Valor de Importancia correspondió a las especies de Casearia (decandra, obliqua y sylvestris), Cinnamodendron dinisii, Podocarpus lambertii, Ilex paraguariensis, Matayba elaeagnoides, Ocotea odorifera, Eugenia pluriflora, Campomanesia xanthocarpa, Myrceugenia myrcioides y Myrcia hatschbachii. El análisis comparativo apunta que los bosques en los faxinales no son estructuralmente diferentes del área conservada en Açungui, a pesar de que hayan algunas diferencias florísticas. Se puede concluir que los esfuerzos por preservar a criadores comunitarios de faxinales son consistentes con las estrategias de conservación para la permanencia de la Mata Atlántica.",Positive
"Restauración de bosque nativo en un área invadida por tamariscos Tamarix ramossisima en el sur de la provincia de Córdoba, Argentina",Scientific article,Revista Ecosistemas,"El hombre produce impactos acumulativos sobre los ecosistemas, siendo las especies exóticas invasoras uno de los más relevantes. Uno de los fines de la restauración ecológica es  reparar los ecosistemas para que sean capaces de persistir en ambientes futuros. Este trabajo tiene como objetivo diseñar e implementar técnicas de manejo para la recuperación de ambientes invadidos por tamariscos Tamarix ramossisima en el sur de Córdoba (Argentina). Se realizó un ensayo de restauración consistente en el control de tamariscos (tala y aplicación de herbicida), selección y plantación de especies nativas y evaluación del banco de semillas germinable del bosque de tamarisco y del bosque nativo de referencia. Se delimitaron doce parcelas donde se aplicaron cuatro tratamientos: 1) testigo; 2) control de tamariscos; 3) control y plantación de especies nativas; y 4) control, plantación de especies nativas y trasplante de banco de semillas. Se monitoreó durante 20 meses las variables rebrote de tamarisco, riqueza de la comunidad, cobertura de las especies nativas, emergencia y supervivencia de las plántulas del banco de semillas. El 89 % de los individuos de tamarisco no rebrotaron. Las especies seleccionadas y plantadas fueron Lycium boerhaviifolium, Vachellia caven, Schinus fasciculatus, Celtis ehrembergiana y Atriplex undulata. El banco de semillas no aportó nuevos individuos de especies nativas. Se destaca la importancia de la revegetación con especies leñosas nativas luego del control de tamariscos como estrategia para incrementar la biodiversidad.

",Positive
Meta-análisis de los efectos de la retirada de la madera quemada sobre la regeneración de los bosques mediterráneos: un paso hacia una gestión basada en la evidencia,Scientific article,Revista Ecosistemas,"Muchos gestores basan sus decisiones en su experiencia de campo acumulada, pero no en la bibliografía científica primaria o el consejo por parte de científicos. Es muy infrecuente una gestión basada en la evidencia científica, consistente en el meta-análisis de la bibliografía primaria para dirimir entre opciones de gestión ambiental. Este artículo ilustra esta aproximación con el ejemplo de la gestión de la madera quemada en los bosques Mediterráneos. Tradicionalmente, tras los incendios en muchas partes del mundo, incluido el Mediterráneo, se lleva a cabo la corta y retirada de la madera quemada, usando argumentos económicos, ecológicos y estéticos. Sin embargo, existe una corriente contraria a esta práctica argumentando, entre otras razones, un potencial efecto negativo de la retirada de la madera quemada sobre la regeneración del bosque. Un meta-análisis de la bibliografía pertinente en el Mediterráneo indicó un efecto nulo (densidad y altura de plántulas) o negativo (supervivencia de plántulas) de la retirada de la madera quemada sobre la regeneración del bosque. Aunque un meta-análisis con un tamaño de muestra tan bajo como el posible en el presente estudio no permite conclusiones firmes sobre la gestión de la madera quemada, sí sugiere que: (1) la gestión actual no está en concordancia con la (escasa) evidencia disponible, al menos en lo tocante a la regeneración del bosque quemado y (2) es necesario recabar una evidencia más firme sobre esta práctica de gestión forestal.

",Positive
"Restauración del medio marino en la reserva marina de Tabarca (Alicante, España): estructura y variaciones temporales de la ictiofauna asociada al arrecife artificial",Scientific article,Mediterranea,"El arrecife artificial de Tabarca se diseñó e instaló principalmente con el objetivo de impedir la pesca de arrastre ilegal sobre las praderas de Posidonia oceanica. Además se diseñó un arrecife alveolar experimental para estudiar sus efectos sobre la ictiofauna litoral y sus posibilidades como lugar de pesca alternativo a la flota artesanal de Tabarca. La ictiofauna asociada al arrecife artificial de Tabarca se estudió mediante censos visuales durante tres años consecutivos entre 1990 y 1992, con una frecuencia estacional. Los resultados muestran una estructura de la comunidad condicionada por el diseño y emplazamiento de los módulos. La dinámica temporal manifiesta una clara diferencia según consideremos el poblamiento total o sólo el residente: el primero refleja una pauta muy fluctuante, poco predecible; el poblamiento residente muestra una tendencia hacia la estructuración, con un aumento progresivo de especies sedentarias predadoras, y un incremento significativo de la biomasa. Estos resultados refuerzan las interpretaciones que dan un papel condicionante al tamaño del arrecife artificial y a su localización.",Positive
Mantencion de peces nativos dulceacuicolas de Chile en cautiverio: un aporte a su conservacion ex situ,Scientific article,Boletín de Biodiversidad de Chile,"Se genero conocimiento basico para la adecuada mantencion en cautiverio de los peces nativos Percilia gillissi, P. irwini (Perciformes), Trichomycterus areolatus (Siluriformes), Cheirodon galusdae (Characiformes) y Galaxias platei (Osmeriformes). Los peces se mantuvieron en acuarios entre 10 a 750 l, con sustratos de arena, grava y canto rodado, con plantas, aireacion y filtro biologico. Las variables fisico-quimicas del agua fueron mantenidas mediante cambios semanales de agua entre un 10 y 30% del volumen del acuario. Se mantuvo densidades entre 0,100 y 0,900 g l-1 , segun especie y talla. De los alimentos ensayados, Percilia spp. acepto solo alimento vivo. Las demas especies consumieron alimento vivo y comercial. El alimento vivo fue entregado a saciedad y el comercial en dosis de hasta un 2% del peso de los peces, por tres a cuatro veces por semana. La enfermedad del ‘punto blanco’ aparecio durante las primeras dos semanas del ingreso de los peces y afecto a Percilia spp., T. areolatus y G. platei. Fue tratada exitosamente con sal de mar en una concentracion maxima de 2 g l-1 . Las especies P. irwini y P. gillissi fueron las que presentaron mayor dificultad en su mantencion por la aparicion de la enfermedad del punto blanco y una aceptacion lenta a los alimentos.",Positive
"Metodo  simple  y  economico  para  minimizar  la  mortalidad  de  aves  acuaticas  en  piscinas  de lixiviacion de cobre, en el norte de Chile",Scientific article,Biodiversity and Natural History,"La mineria extractiva es vital para el desarrollo tecnologico en el mundo donde Chile ocupa el primer lugar como exportador mundial de cobre. Sin embargo, Esta actividad genera depositos de relave y piscinas de emergencia con aguas extremadamente toxicas y acidas, que son utilizadas por numerosas especies de aves, provocando generalmente la muerte de numerosos individuos. Teck CDA diseño e instalo sobre las piscinas de emergencia un sistema de lineas con banderines de colores suspendidos y se evaluo su efectividad como estrategia para evitar el uso de las piscinas por aves acuaticas y reducir la mortalidad. Entre los años 2011 y 2017 se ejecuto un programa de monitoreo de las aves que usan las piscinas de emergencia, piscinas claras y el embalse contiguo. Nuestros resultados indicaron que durante el periodo de uso de los banderines no se observo la muerte de ningun individuo de alguna especie de ave que potencialmente podria interactuar con las piscinas. Se concluye que el sistema de lineas de banderines plasticos de colores sobre las piscinas de emergencia de lixiviacion de cobre, fueron efectivos evitando el uso de las piscinas toxicas y minimizando las muertes de las aves acuaticas.",Positive
Nidos artificiales en plantaciones de Pinus radiata en el sur de Chile: ¿una herramienta para mitigar impactos ambientales negativos?,Scientific article,Revista Chilena de Historia Natural,"La biodiversidad de los ecosistemas naturales es afectada por el monocultivo silvicola de especies exoticas, siendo la perdida de habitats silvestres una de las principales causas de los problemas de conservacion que afectan a la ornitofauna chilena, mucha de la cual no habita los rodales de Pinus radiata por su homogeneidad espacial y carencia de refugios. Para evaluar la aceptacion (habitabilidad y nidificacion) de casas anideras en rodales de P. radiata del sur de Chile se instalaron 116 nidos artificiales apropiados para aves insectivoras. Los nidales artificiales tuvieron una alta aceptacion en las dos areas de estudio (98,4% en Temuco y 66,6% en Valdivia). Se observo un aumento de la aceptacion a partir de octubre (1992) llegando a practicamente un 100% de ocupacion en febrero ( 1993). El porcentaje de casas operables se mantuvo alto durante todo el estudio. Las casas anideras fueron habitadas casi en su totalidad por Troglodytes aedon (chercan) y solo una por Passer domesticus (gorrion). T. aedon construyo nidos en forma de taza, con base de ramas de U/ex europaeus, P. radiata, Rubus ulmifolius, hojas de Eucaliptus globulus, y, en la parte superior plumas de contorno y filoplumas. Las aciculas de P. radiata fueron el material de construccion preferido. El uso de nidos artificiales para atraer aves resulto exitoso, y si se mejora el habitat para la ornitofauna, es posible atraerlas a los bosques exoticos de P. radiata. Las casas anideras que construimos fueron de bajo costo y, unidas a tecnicas de manejo como perchas-posaderas, senderos y agroforesteria, podrian tener beneficiosas repercusiones en la conservacion de la biodiversidad y el control biologico de plagas forestales, lo que implicaria una mitigacion de los impactos ambientales negativos de las plantaciones monoespecificas y coetaneas de P. radiata.",Positive
"Efectos del fuego sobre un bosquecillo de Polylepis australis (Rosaceae) en las montañas de Cordoba, Argentina",Scientific article,Revista Chilena de Historia Natural,"El fuego es usado para transformar bosques en pastizales y estimular el rebrote de los pastos para aumentar su valor forrajero. Segun algunos autores, este uso del fuego ha provocado una retraccion de los bosques de Polylepis a sitios rocosos inaccesibles al fuego, mientras que otros autores postulan que su distribucion es debida al ambiente favorable en las rocas y no a la accion del fuego. Aqui evaluamos el efecto relativo del fuego y el ambiente sobre la supervivencia, produccion de semillas y crecimiento de Polylepis australis Bitter (Rosaceae) en un bosquecillo de las montañas de Cordoba. Realizamos un seguimiento de 74 individuos quemados y controles durante 3,5 años. La presencia de rocas tuvo una fuerte influencia en el porcentaje en que se quemaron los individuos. A su vez, el porcentaje en que se quemaron se relaciono negativamente con la supervivencia, produccion de semillas y el crecimiento en altura. La produccion de biomasa fue mayor cuando se quemaron en un porcentaje intermedio. Exceptuando la proteccion al fuego, la roca no tuvo ningun efecto positivo sobre las variables medidas. Estos resultados sugieren que la distribucion actual de P. australis es al menos en parte debida al fuego. Para su conservacion sugerimos minimizar los fuegos, desarrollar actividades con alto riesgo de incendio en sitios con alta proporcion de roca y, si es posible, proteger los ejemplares expuestos al fuego con piedras.",Positive
El fuego favorece la invasion de Teline monspessulana (Fabaceae) al aumentar su germinacion,Scientific article,Revista Chilena de Historia Natural,"A nivel mundial, se ha reportado que las especies invasoras y el fuego pueden interactuar positivamente modificando la dinamica del paisaje y los ciclos ecosistemicos. Este trabajo tiene por objetivo estudiar el efecto de los incendios forestales sobre el banco de semillas de Teline monspessulana (L.) K. Koch (Retamilla) y sus
implicancias para la invasion de la especie en la zona mediterranea del centro-sur de Chile. Para cumplir con este objetivo, muestras del banco de semillas fueron sometidas a diferentes tratamientos que simulan las condiciones de un incendio, a traves de quemas controladas. Ademas, para semillas tomadas desde plantas adultas se estimo el rango optimo de temperaturas a las que ocurre la germinacion. Los resultados muestran que despues de un incendio forestal la germinacion de T. monspessulana aumenta significativamente, siendo el calentamiento de las semillas el factor que gatilla este aumento. Por otro lado, se determino que las semillas alcanzan su maxima tasa de germinacion cuando son precalentadas entre 80 y 120 ºC por 10 minutos, produciendose la muerte del 100 % de las semillas a los 140 ºC. Durante un incendio las temperaturas optimas para la germinacion al interior del suelo se alcanzaron cerca de los 2 cm de profundidad o bien en zonas donde la acumulacion de combustible superficial (biomasa) no supera las 5 ton ha-1. La pequeña porcion del banco de semillas que logra ser estimulada se compensa con la gran cantidad de semillas presente en los bancos que puede superar las 8000 semillas m-2. Este estudio demuestra que el fuego, fenomeno comun en zonas mediterraneas y crecientemente frecuente en Chile central, estaria favoreciendo la permanencia de T. monspessulana en areas con alto grado de intervencion antropica.",Positive
